[STATUS] 8670 sec: peers=13, msgs=62844, connected=no
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[ECHO] 16000 messages echoed
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 16 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[STATUS] 8710 sec: peers=14, msgs=62952, connected=yes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[ECHO] 16100 messages echoed
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[STATUS] 8720 sec: peers=14, msgs=63033, connected=yes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 64 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[ECHO] 16200 messages echoed
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[STATUS] 8730 sec: peers=14, msgs=63107, connected=yes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[STATUS] 8740 sec: peers=14, msgs=63184, connected=yes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[ECHO] 16300 messages echoed
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 1024 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[STATUS] 8750 sec: peers=14, msgs=63255, connected=yes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[ECHO] 16400 messages echoed
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[STATUS] 8760 sec: peers=14, msgs=63304, connected=yes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 4096 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Detected log stream marker from peer 2 (IP 0x0ABC0137)
[LOG] Started receiving logs from MacLatency (IP 0x0ABC0137, 32244 bytes expected)
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 2048/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 3072/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 4096/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 5120/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 6144/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 7168/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 8192/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 9216/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 10240/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 11264/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 12288/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 13312/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 14336/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 15360/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 16384/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 17408/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 18432/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 19456/32244 bytes
[STATUS] 8770 sec: peers=14, msgs=63364, connected=yes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 20480/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 21504/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 22528/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 23552/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 24576/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 25600/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 26624/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 27648/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 28672/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 29696/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 30720/32244 bytes
[MESSAGE] From peer 2: 1024 bytes
[LOG] Received 31744/32244 bytes
[MESSAGE] From peer 2: 500 bytes
[LOG] Received 32244/32244 bytes
[LOG] Saved 32236 bytes to plan/performance/mactcp/macse/latency_20260221_161109.log

========== latency METRICS ==========

Latency Results:
  Size    Min    Avg    Max    Loss
  ----    ---    ---    ---    ----
    16B    16ms   50ms  333ms  0%
    64B    16ms   50ms  283ms  0%
   256B    33ms   66ms  266ms  0%
  1024B    33ms   83ms  433ms  0%
  4096B    66ms  133ms  300ms  0%
    16B    16ms   50ms  333ms  0%
    64B    16ms   50ms  283ms  0%
   256B    33ms   66ms  266ms  0%
=====================================

[STATUS] 8780 sec: peers=14, msgs=63377, connected=yes
[DISCONNECTED] Peer 2 (reason=0)
[STATUS] 8790 sec: peers=14, msgs=63377, connected=no
