[STATUS] 970 sec: peers=3, msgs=7945, connected=no
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[STATUS] 1010 sec: peers=4, msgs=8211, connected=yes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[ECHO] 8200 messages echoed
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[ECHO] 8300 messages echoed
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[STATUS] 1020 sec: peers=4, msgs=8383, connected=yes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 256 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[ECHO] 8400 messages echoed
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[STATUS] 1030 sec: peers=4, msgs=8522, connected=yes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[ECHO] 8500 messages echoed
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
[MESSAGE] From peer 2: 512 bytes
